Subject,Predicate,Object,graph,predicate_tmp,object_tmp,subject_tmp,Predicate_labels,Object_labels,Subject_labels
<https://w3id.org/traits.build#temporal_context_property>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#temporal_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#temporal_context_id,temporal_context_property,has unique identifier,temporal context id,temporal context property
<https://w3id.org/traits.build#temporal_context_property>,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build#context_property>,.,http://semanticscience.org/resource/SIO_001096,https://w3id.org/traits.build#context_property,temporal_context_property,is specialisation of,context property,temporal context property
<https://w3id.org/traits.build#temporal_context_property>,<http://purl.org/dc/terms/description>,"""A context characteristic indicating stratified variation across time might affect the trait values measured.""@en",.,http://purl.org/dc/terms/description,A context characteristic indicating stratified variation across time might affect the trait values measured.,temporal_context_property,description,A context characteristic indicating stratified variation across time might affect the trait values measured.,temporal context property
<https://w3id.org/traits.build#temporal_context_property>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype>,<http://www.w3.org/2001/XMLSchema#string>,.,http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype,http://www.w3.org/2001/XMLSchema#string,temporal_context_property,datatype,string,temporal context property
<https://w3id.org/traits.build#temporal_context_property>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,temporal_context_property,created,01 February 2024,temporal context property
<https://w3id.org/traits.build#temporal_context_property>,<http://www.w3.org/2002/07/owl#sameAs>,<https://w3id.org/traits.build#contexts_value>,.,http://www.w3.org/2002/07/owl#sameAs,https://w3id.org/traits.build#contexts_value,temporal_context_property,sameAs,context property value,temporal context property
<https://w3id.org/traits.build#temporal_context_property>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,temporal_context_property,is in scheme,traits.build,temporal context property
<https://w3id.org/traits.build#method_context_property>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""method context property""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,method context property,method_context_property,preferred label,method context property,method context property
<https://w3id.org/traits.build#method_context_property>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""method_context_property""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,method_context_property,method_context_property,alternative label,method_context_property,method context property
<https://w3id.org/traits.build#method_context_property>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<https://w3id.org/traits.build#contexts_value>,.,http://www.w3.org/2004/02/skos/core#exactMatch,https://w3id.org/traits.build#contexts_value,method_context_property,has exact match,context property value,method context property
<https://w3id.org/traits.build#method_context_property>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic,method_context_property,has broader,Characteristic,method context property
<https://w3id.org/traits.build#method_context_property>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000757>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000757,method_context_property,computational entity,database column,method context property
<https://w3id.org/traits.build#method_context_property>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-contexts>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-contexts,method_context_property,organizedInClass,contexts table,method context property
<https://w3id.org/traits.build#method_context_property>,<http://www.w3.org/2000/01/rdf-schema#label>,"""method context property""@en",.,http://www.w3.org/2000/01/rdf-schema#label,method context property,method_context_property,label,method context property,method context property
<https://w3id.org/traits.build#method_context_property>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#method_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#method_context_id,method_context_property,has unique identifier,method context id,method context property
<https://w3id.org/traits.build#method_context_property>,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build#context_property>,.,http://semanticscience.org/resource/SIO_001096,https://w3id.org/traits.build#context_property,method_context_property,is specialisation of,context property,method context property
<https://w3id.org/traits.build#method_context_property>,<http://purl.org/dc/terms/description>,"""A context characteristic indicating stratified variation in the protocol used to measure traits might affect the trait values measured.""@en",.,http://purl.org/dc/terms/description,A context characteristic indicating stratified variation in the protocol used to measure traits might affect the trait values measured.,method_context_property,description,A context characteristic indicating stratified variation in the protocol used to measure traits might affect the trait values measured.,method context property
<https://w3id.org/traits.build#method_context_property>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype>,<http://www.w3.org/2001/XMLSchema#string>,.,http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype,http://www.w3.org/2001/XMLSchema#string,method_context_property,datatype,string,method context property
<https://w3id.org/traits.build#method_context_property>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,method_context_property,created,01 February 2024,method context property
<https://w3id.org/traits.build#method_context_property>,<http://www.w3.org/2002/07/owl#sameAs>,<https://w3id.org/traits.build#contexts_value>,.,http://www.w3.org/2002/07/owl#sameAs,https://w3id.org/traits.build#contexts_value,method_context_property,sameAs,context property value,method context property
<https://w3id.org/traits.build#method_context_property>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,method_context_property,is in scheme,traits.build,method context property
<https://w3id.org/traits.build#contexts_category>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""context property category""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,context property category,contexts_category,preferred label,context property category,context property category
<https://w3id.org/traits.build#contexts_category>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""category""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,category,contexts_category,alternative label,category,context property category
<https://w3id.org/traits.build#contexts_category>,<http://www.w3.org/2004/02/skos/core#broader>,<http://www.w3.org/2004/02/skos/core#scopeNote>,.,http://www.w3.org/2004/02/skos/core#broader,http://www.w3.org/2004/02/skos/core#scopeNote,contexts_category,has broader,scope note,context property category
<https://w3id.org/traits.build#contexts_category>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000757>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000757,contexts_category,computational entity,database column,context property category
<https://w3id.org/traits.build#contexts_category>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-contexts>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-contexts,contexts_category,organizedInClass,contexts table,context property category
<https://w3id.org/traits.build#contexts_category>,<http://www.w3.org/2000/01/rdf-schema#label>,"""context property category""@en",.,http://www.w3.org/2000/01/rdf-schema#label,context property category,contexts_category,label,context property category,context property category
<https://w3id.org/traits.build#contexts_category>,<http://semanticscience.org/resource/SIO_000254>,<https://w3id.org/traits.build#context_property>,.,http://semanticscience.org/resource/SIO_000254,https://w3id.org/traits.build#context_property,contexts_category,is annotation of,context property,context property category
<https://w3id.org/traits.build#contexts_category>,<http://purl.org/dc/terms/description>,"""The category of context property, with options being `plot`, `treatment`, `individual_context`, `temporal` and `method`.""@en",.,http://purl.org/dc/terms/description,"The category of context property, with options being `plot`, `treatment`, `individual_context`, `temporal` and `method`.",contexts_category,description,"The category of context property, with options being `plot`, `treatment`, `individual_context`, `temporal` and `method`.",context property category
<https://w3id.org/traits.build#contexts_category>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype>,<http://www.w3.org/2001/XMLSchema#string>,.,http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype,http://www.w3.org/2001/XMLSchema#string,contexts_category,datatype,string,context property category
<https://w3id.org/traits.build#contexts_category>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,contexts_category,created,01 February 2024,context property category
<https://w3id.org/traits.build#contexts_category>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,contexts_category,is in scheme,traits.build,context property category
<https://w3id.org/traits.build#contexts_value>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""context property value""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,context property value,contexts_value,preferred label,context property value,context property value
<https://w3id.org/traits.build#contexts_value>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""value""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,value,contexts_value,alternative label,value,context property value
<https://w3id.org/traits.build#contexts_value>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#context_property>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#context_property,contexts_value,measurement for,context property,context property value
<https://w3id.org/traits.build#contexts_value>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue,contexts_value,has broader,Measured Value,context property value
<https://w3id.org/traits.build#contexts_value>,<http://www.w3.org/2004/02/skos/core#broader>,<http://rs.tdwg.org/dwc/terms/measurementValue>,.,http://www.w3.org/2004/02/skos/core#broader,http://rs.tdwg.org/dwc/terms/measurementValue,contexts_value,has broader,measurementValue,context property value
<https://w3id.org/traits.build#contexts_value>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000757>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000757,contexts_value,computational entity,database column,context property value
<https://w3id.org/traits.build#contexts_value>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-contexts>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-contexts,contexts_value,organizedInClass,contexts table,context property value
<https://w3id.org/traits.build#contexts_value>,<http://www.w3.org/2000/01/rdf-schema#label>,"""context property value""@en",.,http://www.w3.org/2000/01/rdf-schema#label,context property value,contexts_value,label,context property value,context property value
<https://w3id.org/traits.build#contexts_value>,<http://purl.org/dc/terms/description>,"""The measured value of a context property.""@en",.,http://purl.org/dc/terms/description,The measured value of a context property.,contexts_value,description,The measured value of a context property.,context property value
<https://w3id.org/traits.build#contexts_value>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype>,<http://www.w3.org/2001/XMLSchema#string>,.,http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype,http://www.w3.org/2001/XMLSchema#string,contexts_value,datatype,string,context property value
<https://w3id.org/traits.build#contexts_value>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,contexts_value,created,01 February 2024,context property value
<https://w3id.org/traits.build#contexts_value>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,contexts_value,is in scheme,traits.build,context property value
<https://w3id.org/traits.build#contexts_description>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""context property value description""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,context property value description,contexts_description,preferred label,context property value description,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""description""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,description,contexts_description,alternative label,description,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://www.w3.org/2004/02/skos/core#broader>,<http://purl.org/dc/terms/description>,.,http://www.w3.org/2004/02/skos/core#broader,http://purl.org/dc/terms/description,contexts_description,has broader,description,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000757>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000757,contexts_description,computational entity,database column,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-contexts>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-contexts,contexts_description,organizedInClass,contexts table,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://www.w3.org/2000/01/rdf-schema#label>,"""context property value description""@en",.,http://www.w3.org/2000/01/rdf-schema#label,context property value description,contexts_description,label,context property value description,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://semanticscience.org/resource/SIO_000628>,<https://w3id.org/traits.build#context_property>,.,http://semanticscience.org/resource/SIO_000628,https://w3id.org/traits.build#context_property,contexts_description,refers to,context property,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://purl.org/dc/terms/description>,"""Description of a specific context property value.""@en",.,http://purl.org/dc/terms/description,Description of a specific context property value.,contexts_description,description,Description of a specific context property value.,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype>,<http://www.w3.org/2001/XMLSchema#string>,.,http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype,http://www.w3.org/2001/XMLSchema#string,contexts_description,datatype,string,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,contexts_description,created,01 February 2024,context property value description
<https://w3id.org/traits.build#contexts_description>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,contexts_description,is in scheme,traits.build,context property value description
<https://w3id.org/traits.build#contexts_link_id>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""context propety link id""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,context propety link id,contexts_link_id,preferred label,context propety link id,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""link_id""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,link_id,contexts_link_id,alternative label,link_id,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier,contexts_link_id,has broader,Identifier,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000757>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000757,contexts_link_id,computational entity,database column,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-contexts>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-contexts,contexts_link_id,organizedInClass,contexts table,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://www.w3.org/2000/01/rdf-schema#label>,"""context propety link id""@en",.,http://www.w3.org/2000/01/rdf-schema#label,context propety link id,contexts_link_id,label,context propety link id,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://semanticscience.org/resource/SIO_000628>,<https://w3id.org/traits.build#treatment_context_id>,.,http://semanticscience.org/resource/SIO_000628,https://w3id.org/traits.build#treatment_context_id,contexts_link_id,refers to,treatment context id,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://semanticscience.org/resource/SIO_000628>,<https://w3id.org/traits.build#plot_context_id>,.,http://semanticscience.org/resource/SIO_000628,https://w3id.org/traits.build#plot_context_id,contexts_link_id,refers to,plot context id,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://semanticscience.org/resource/SIO_000628>,<https://w3id.org/traits.build#entity_context_id>,.,http://semanticscience.org/resource/SIO_000628,https://w3id.org/traits.build#entity_context_id,contexts_link_id,refers to,entity context id,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://semanticscience.org/resource/SIO_000628>,<https://w3id.org/traits.build#temporal_context_id>,.,http://semanticscience.org/resource/SIO_000628,https://w3id.org/traits.build#temporal_context_id,contexts_link_id,refers to,temporal context id,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://semanticscience.org/resource/SIO_000628>,<https://w3id.org/traits.build#method_context_id>,.,http://semanticscience.org/resource/SIO_000628,https://w3id.org/traits.build#method_context_id,contexts_link_id,refers to,method context id,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://purl.org/dc/terms/description>,"""Variable indicating which identifier column in the traits table contains the specified `link_vals`.""@en",.,http://purl.org/dc/terms/description,Variable indicating which identifier column in the traits table contains the specified `link_vals`.,contexts_link_id,description,Variable indicating which identifier column in the traits table contains the specified `link_vals`.,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype>,<http://www.w3.org/2001/XMLSchema#int>,.,http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype,http://www.w3.org/2001/XMLSchema#int,contexts_link_id,datatype,integer,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,contexts_link_id,created,01 February 2024,context propety link id
<https://w3id.org/traits.build#contexts_link_id>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,contexts_link_id,is in scheme,traits.build,context propety link id
<https://w3id.org/traits.build#contexts_link_vals>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""context propety link vals""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,context propety link vals,contexts_link_vals,preferred label,context propety link vals,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""link_vals""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,link_vals,contexts_link_vals,alternative label,link_vals,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier,contexts_link_vals,has broader,Identifier,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000757>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000757,contexts_link_vals,computational entity,database column,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-contexts>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-contexts,contexts_link_vals,organizedInClass,contexts table,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://www.w3.org/2000/01/rdf-schema#label>,"""context propety link vals""@en",.,http://www.w3.org/2000/01/rdf-schema#label,context propety link vals,contexts_link_vals,label,context propety link vals,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build#treatment_context_property>,.,http://semanticscience.org/resource/SIO_000674,https://w3id.org/traits.build#treatment_context_property,contexts_link_vals,is unique identifier for,treatment context property,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build#plot_context_property>,.,http://semanticscience.org/resource/SIO_000674,https://w3id.org/traits.build#plot_context_property,contexts_link_vals,is unique identifier for,plot context property,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build#entity_context_property>,.,http://semanticscience.org/resource/SIO_000674,https://w3id.org/traits.build#entity_context_property,contexts_link_vals,is unique identifier for,entity context property,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build#temporal_context_property>,.,http://semanticscience.org/resource/SIO_000674,https://w3id.org/traits.build#temporal_context_property,contexts_link_vals,is unique identifier for,temporal context property,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build#method_context_property>,.,http://semanticscience.org/resource/SIO_000674,https://w3id.org/traits.build#method_context_property,contexts_link_vals,is unique identifier for,method context property,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://purl.org/dc/terms/description>,"""Unique integer identifiers that link between identifier columns in the `traits` table and the contextual properties/values in the `contexts` table.""@en",.,http://purl.org/dc/terms/description,Unique integer identifiers that link between identifier columns in the `traits` table and the contextual properties/values in the `contexts` table.,contexts_link_vals,description,Unique integer identifiers that link between identifier columns in the `traits` table and the contextual properties/values in the `contexts` table.,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype>,<http://www.w3.org/2001/XMLSchema#int>,.,http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype,http://www.w3.org/2001/XMLSchema#int,contexts_link_vals,datatype,integer,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,contexts_link_vals,created,01 February 2024,context propety link vals
<https://w3id.org/traits.build#contexts_link_vals>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,contexts_link_vals,is in scheme,traits.build,context propety link vals
<https://w3id.org/traits.build#methods_methods>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""methods""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,methods,methods_methods,preferred label,methods,methods
<https://w3id.org/traits.build#methods_methods>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""methods""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,methods,methods_methods,alternative label,methods,methods
<https://w3id.org/traits.build#methods_methods>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Protocol>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Protocol,methods_methods,has broader,Protocol,methods
<https://w3id.org/traits.build#methods_methods>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000757>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000757,methods_methods,computational entity,database column,methods
<https://w3id.org/traits.build#methods_methods>,<http://www.w3.org/2004/02/skos/core#closeMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Protocol>,.,http://www.w3.org/2004/02/skos/core#closeMatch,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Protocol,methods_methods,has close match,Protocol,methods
<https://w3id.org/traits.build#methods_methods>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-methods>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-methods,methods_methods,organizedInClass,methods table,methods
<https://w3id.org/traits.build#methods_methods>,<http://www.w3.org/2000/01/rdf-schema#label>,"""methods""@en",.,http://www.w3.org/2000/01/rdf-schema#label,methods,methods_methods,label,methods,methods
<https://w3id.org/traits.build#methods_methods>,<http://purl.org/dc/terms/description>,"""A textual description of the methods used to collect the trait data. Whenever available, methods are taken near-verbatim from the referenced source. Methods can include descriptions such as 'measured on botanical collections', 'data from the literature', or a detailed description of the field or lab methods used to collect the data.""@en",.,http://purl.org/dc/terms/description,"A textual description of the methods used to collect the trait data. Whenever available, methods are taken near-verbatim from the referenced source. Methods can include descriptions such as 'measured on botanical collections', 'data from the literature', or a detailed description of the field or lab methods used to collect the data.",methods_methods,description,"A textual description of the methods used to collect the trait data. Whenever available, methods are taken near-verbatim from the referenced source. Methods can include descriptions such as 'measured on botanical collections', 'data from the literature', or a detailed description of the field or lab methods used to collect the data.",methods
<https://w3id.org/traits.build#methods_methods>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype>,<http://www.w3.org/2001/XMLSchema#string>,.,http://www.w3.org/1999/02/22-rdf-syntax-ns#datatype,http://www.w3.org/2001/XMLSchema#string,methods_methods,datatype,string,methods
<https://w3id.org/traits.build#methods_methods>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,methods_methods,created,01 February 2024,methods
<https://w3id.org/traits.build#methods_methods>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,methods_methods,is in scheme,traits.build,methods
<https://w3id.org/traits.build#methods_description>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""dataset description""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,dataset description,methods_description,preferred label,dataset description,dataset description
<https://w3id.org/traits.build#methods_description>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""description""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,description,methods_description,alternative label,description,dataset description
<https://w3id.org/traits.build#methods_description>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://terminologies.gfbio.org/terms/ETS/datasetDescription>,.,http://www.w3.org/2004/02/skos/core#exactMatch,http://terminologies.gfbio.org/terms/ETS/datasetDescription,methods_description,has exact match,datasetDescription,dataset description
<https://w3id.org/traits.build#methods_description>,<http://www.w3.org/2004/02/skos/core#broader>,<http://purl.org/dc/terms/description>,.,http://www.w3.org/2004/02/skos/core#broader,http://purl.org/dc/terms/description,methods_description,has broader,description,dataset description
<https://w3id.org/traits.build#methods_description>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000757>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000757,methods_description,computational entity,database column,dataset description
<https://w3id.org/traits.build#methods_description>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-methods>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-methods,methods_description,organizedInClass,methods table,dataset description
<https://w3id.org/traits.build#methods_description>,<http://www.w3.org/2000/01/rdf-schema#label>,"""dataset description""@en",.,http://www.w3.org/2000/01/rdf-schema#label,dataset description,methods_description,label,dataset description,dataset description
<https://w3id.org/traits.build#methods_description>,<http://semanticscience.org/resource/SIO_000628>,<https://w3id.org/traits.build#methods_methods>,.,http://semanticscience.org/resource/SIO_000628,https://w3id.org/traits.build#methods_methods,methods_description,refers to,methods,dataset description
<https://w3id.org/traits.build#methods_description>,<http://purl.org/dc/terms/description>,"""A 1-2 sentence description of the purpose of the study.""@en",.,http://purl.org/dc/terms/description,A 1-2 sentence description of the purpose of the study.,methods_description,description,A 1-2 sentence description of the purpose of the study.,dataset description
